"","Denmark","France","Germany","Japan","Netherlands","Russia","Spain","Thailand","UK","USA","Zimbabwe"
"14552",0.198,0.061,0.253,0.405,0.112,0.231,0.003,0.156,-0.017,0.278,0.301
"14553",0.184,0.042,0.253,0.392,0.086,0.223,-0.01,0.15,-0.032,0.273,0.291
"14554",0.037,-0.014,0.221,0.368,-0.013,0.155,-0.05,0.111,-0.113,0.217,0.229
"14555",-0.115,-0.072,0.188,0.343,-0.115,0.085,-0.092,0.072,-0.197,0.16,0.164
"15111",0.694,0.5,0.502,0.746,0.543,0.754,0.376,0.417,0.436,0.529,0.669
"15112",0.64,0.429,0.502,0.696,0.445,0.721,0.327,0.392,0.38,0.516,0.633
"15113",0.626,0.41,0.502,0.683,0.419,0.713,0.314,0.385,0.365,0.512,0.623
"15114",0.479,0.354,0.47,0.659,0.32,0.645,0.274,0.347,0.284,0.435,0.561
"15115",0.327,0.296,0.437,0.634,0.218,0.575,0.232,0.307,0.2,0.355,0.496
"15121",0.644,0.41,0.412,0.682,0.474,0.701,0.305,0.359,0.338,0.503,0.615
"15122",0.59,0.339,0.412,0.632,0.376,0.668,0.256,0.334,0.281,0.482,0.579
"15123",0.576,0.32,0.412,0.619,0.35,0.66,0.243,0.327,0.267,0.477,0.569
"15124",0.43,0.264,0.38,0.595,0.252,0.592,0.203,0.289,0.186,0.404,0.507
"15125",0.277,0.206,0.347,0.57,0.149,0.522,0.161,0.249,0.102,0.328,0.442
"15131",0.632,0.388,0.39,0.666,0.457,0.688,0.287,0.345,0.313,0.496,0.602
"15132",0.578,0.317,0.39,0.616,0.359,0.655,0.238,0.32,0.257,0.474,0.566
"15133",0.564,0.298,0.39,0.603,0.333,0.647,0.225,0.313,0.242,0.468,0.556
"15134",0.417,0.242,0.358,0.579,0.234,0.579,0.185,0.275,0.161,0.396,0.494
"15135",0.265,0.184,0.325,0.554,0.132,0.509,0.143,0.235,0.077,0.321,0.429
"15141",0.499,0.327,0.309,0.621,0.36,0.564,0.218,0.29,0.208,0.405,0.508
"15142",0.445,0.255,0.309,0.571,0.262,0.531,0.169,0.265,0.152,0.386,0.472
"15143",0.431,0.237,0.309,0.558,0.236,0.523,0.156,0.258,0.137,0.381,0.462
"15144",0.284,0.181,0.277,0.533,0.137,0.455,0.116,0.22,0.056,0.313,0.4
"15145",0.132,0.123,0.244,0.509,0.035,0.385,0.074,0.18,-0.028,0.242,0.335
"15151",0.298,0.235,0.187,0.552,0.214,0.377,0.115,0.208,0.05,0.268,0.367
"15152",0.244,0.164,0.187,0.502,0.116,0.344,0.066,0.183,-0.006,0.255,0.331
"15153",0.23,0.145,0.187,0.489,0.09,0.336,0.053,0.176,-0.021,0.251,0.321
"15154",0.083,0.089,0.155,0.465,-0.009,0.268,0.013,0.138,-0.102,0.188,0.259
"15155",-0.069,0.031,0.122,0.44,-0.111,0.198,-0.029,0.098,-0.186,0.123,0.194
"15211",0.656,0.375,0.502,0.711,0.517,0.695,0.319,0.37,0.407,0.529,0.635
"15212",0.602,0.303,0.502,0.661,0.419,0.662,0.27,0.344,0.351,0.509,0.598
"15213",0.588,0.285,0.502,0.648,0.393,0.654,0.257,0.338,0.336,0.503,0.589
"15214",0.441,0.229,0.47,0.624,0.295,0.586,0.217,0.299,0.255,0.43,0.526
"15215",0.289,0.171,0.437,0.599,0.192,0.516,0.175,0.26,0.171,0.354,0.462
"15221",0.606,0.285,0.412,0.647,0.448,0.642,0.248,0.312,0.309,0.496,0.581
"15222",0.552,0.214,0.412,0.597,0.35,0.609,0.199,0.287,0.252,0.463,0.544
"15223",0.538,0.195,0.412,0.584,0.324,0.601,0.186,0.28,0.238,0.454,0.535
"15224",0.391,0.139,0.38,0.56,0.226,0.533,0.146,0.242,0.157,0.389,0.473
"15225",0.239,0.081,0.347,0.535,0.123,0.463,0.104,0.202,0.073,0.321,0.408
"15231",0.594,0.263,0.39,0.631,0.431,0.629,0.23,0.298,0.284,0.487,0.568
"15232",0.54,0.191,0.39,0.581,0.333,0.596,0.181,0.272,0.228,0.452,0.531
"15233",0.526,0.173,0.39,0.568,0.307,0.588,0.168,0.266,0.213,0.442,0.522
"15234",0.379,0.117,0.358,0.544,0.209,0.52,0.128,0.227,0.132,0.379,0.459
"15235",0.227,0.059,0.325,0.519,0.106,0.45,0.086,0.188,0.048,0.312,0.395
"15241",0.46,0.202,0.309,0.585,0.334,0.505,0.161,0.243,0.179,0.4,0.474
"15242",0.406,0.13,0.309,0.535,0.236,0.472,0.112,0.218,0.123,0.37,0.437
"15243",0.392,0.112,0.309,0.522,0.21,0.464,0.099,0.211,0.108,0.362,0.428
"15244",0.245,0.056,0.277,0.498,0.112,0.396,0.059,0.173,0.027,0.301,0.365
"15245",0.093,-0.002,0.244,0.473,0.009,0.326,0.017,0.133,-0.057,0.237,0.301
"15251",0.26,0.11,0.187,0.517,0.188,0.318,0.058,0.161,0.021,0.268,0.333
"15252",0.206,0.038,0.187,0.467,0.09,0.285,0.009,0.135,-0.035,0.248,0.296
"15253",0.192,0.02,0.187,0.454,0.064,0.277,-0.004,0.129,-0.05,0.242,0.287
"15254",0.045,-0.036,0.155,0.43,-0.034,0.209,-0.044,0.09,-0.131,0.184,0.224
"15255",-0.108,-0.094,0.122,0.405,-0.137,0.139,-0.086,0.051,-0.215,0.123,0.16
"15311",0.646,0.344,0.502,0.702,0.511,0.681,0.305,0.358,0.4,0.529,0.626
"15312",0.592,0.273,0.502,0.652,0.413,0.648,0.256,0.333,0.344,0.507,0.59
"15313",0.578,0.254,0.502,0.639,0.387,0.64,0.243,0.326,0.329,0.501,0.58
"15314",0.431,0.198,0.47,0.615,0.288,0.572,0.203,0.288,0.248,0.429,0.518
"15315",0.279,0.14,0.437,0.59,0.186,0.502,0.161,0.248,0.164,0.354,0.453
"15321",0.596,0.254,0.412,0.638,0.442,0.628,0.234,0.3,0.302,0.494,0.572
"15322",0.542,0.183,0.412,0.588,0.344,0.595,0.185,0.275,0.245,0.458,0.536
"15323",0.528,0.164,0.412,0.575,0.318,0.587,0.172,0.268,0.231,0.449,0.526
"15324",0.382,0.108,0.38,0.551,0.22,0.519,0.132,0.23,0.15,0.385,0.464
"15325",0.229,0.05,0.347,0.526,0.117,0.449,0.09,0.19,0.066,0.319,0.399
"15331",0.584,0.232,0.39,0.622,0.425,0.615,0.216,0.286,0.277,0.485,0.559
"15332",0.53,0.161,0.39,0.572,0.327,0.582,0.167,0.261,0.221,0.446,0.523
"15333",0.516,0.142,0.39,0.559,0.301,0.574,0.154,0.254,0.206,0.436,0.513
"15334",0.369,0.086,0.358,0.535,0.202,0.506,0.114,0.216,0.125,0.374,0.451
"15335",0.217,0.028,0.325,0.51,0.1,0.436,0.072,0.176,0.041,0.31,0.386
"15341",0.451,0.171,0.309,0.577,0.328,0.491,0.147,0.231,0.172,0.398,0.465
"15342",0.397,0.099,0.309,0.527,0.23,0.458,0.098,0.206,0.116,0.366,0.429
"15343",0.383,0.081,0.309,0.514,0.204,0.45,0.085,0.199,0.101,0.358,0.419
"15344",0.236,0.025,0.277,0.489,0.105,0.382,0.045,0.161,0.02,0.298,0.357
"15345",0.084,-0.033,0.244,0.465,0.003,0.312,0.003,0.121,-0.064,0.235,0.292
"15351",0.25,0.079,0.187,0.508,0.182,0.304,0.044,0.149,0.014,0.268,0.324
"15352",0.196,0.008,0.187,0.458,0.084,0.271,-0.005,0.124,-0.042,0.246,0.288
"15353",0.182,-0.011,0.187,0.445,0.058,0.263,-0.018,0.117,-0.057,0.24,0.278
"15354",0.035,-0.067,0.155,0.421,-0.041,0.195,-0.058,0.079,-0.138,0.183,0.216
"15355",-0.117,-0.125,0.122,0.396,-0.143,0.125,-0.1,0.039,-0.222,0.123,0.151
"15411",0.615,0.333,0.502,0.673,0.503,0.625,0.264,0.339,0.381,0.497,0.596
"15412",0.561,0.262,0.502,0.623,0.404,0.592,0.215,0.313,0.325,0.478,0.559
"15413",0.547,0.243,0.502,0.61,0.379,0.584,0.202,0.307,0.31,0.472,0.55
"15414",0.4,0.187,0.47,0.586,0.28,0.516,0.162,0.268,0.229,0.403,0.488
"15415",0.248,0.129,0.437,0.561,0.178,0.446,0.12,0.229,0.145,0.332,0.423
"15421",0.565,0.243,0.412,0.609,0.434,0.572,0.193,0.281,0.282,0.464,0.542
"15422",0.511,0.172,0.412,0.559,0.336,0.539,0.144,0.256,0.226,0.434,0.506
"15423",0.497,0.153,0.412,0.546,0.31,0.531,0.131,0.249,0.211,0.426,0.496
"15424",0.35,0.097,0.38,0.522,0.211,0.463,0.091,0.211,0.13,0.364,0.434
"15425",0.198,0.039,0.347,0.497,0.109,0.393,0.049,0.171,0.046,0.299,0.369
"15431",0.553,0.221,0.39,0.593,0.417,0.559,0.175,0.267,0.258,0.456,0.529
"15432",0.499,0.15,0.39,0.543,0.318,0.526,0.126,0.241,0.202,0.423,0.492
"15433",0.485,0.131,0.39,0.53,0.293,0.518,0.113,0.235,0.187,0.414,0.483
"15434",0.338,0.075,0.358,0.506,0.194,0.45,0.073,0.196,0.106,0.354,0.421
"15435",0.186,0.017,0.325,0.481,0.092,0.38,0.031,0.157,0.022,0.291,0.356
"15441",0.419,0.16,0.309,0.547,0.32,0.435,0.107,0.212,0.153,0.372,0.435
"15442",0.365,0.089,0.309,0.497,0.221,0.402,0.057,0.187,0.097,0.344,0.398
"15443",0.351,0.07,0.309,0.484,0.196,0.394,0.045,0.18,0.082,0.337,0.389
"15444",0.204,0.014,0.277,0.46,0.097,0.326,0.004,0.142,0.001,0.279,0.327
"15445",0.052,-0.044,0.244,0.435,-0.005,0.256,-0.037,0.102,-0.083,0.219,0.262
"15451",0.219,0.068,0.187,0.479,0.174,0.248,0.003,0.13,-0.005,0.245,0.294
"15452",0.165,-0.003,0.187,0.429,0.075,0.215,-0.046,0.104,-0.061,0.226,0.257
"15453",0.151,-0.022,0.187,0.416,0.05,0.207,-0.059,0.098,-0.076,0.221,0.248
"15454",0.004,-0.078,0.155,0.392,-0.049,0.139,-0.099,0.059,-0.157,0.167,0.186
"15455",-0.149,-0.136,0.122,0.367,-0.151,0.069,-0.141,0.02,-0.241,0.11,0.121
"15511",0.55,0.311,0.502,0.613,0.486,0.512,0.181,0.299,0.342,0.431,0.534
"15512",0.496,0.24,0.502,0.563,0.388,0.479,0.132,0.274,0.286,0.418,0.498
"15513",0.482,0.221,0.502,0.55,0.362,0.471,0.119,0.267,0.271,0.414,0.488
"15514",0.335,0.165,0.47,0.526,0.263,0.403,0.079,0.229,0.19,0.351,0.426
"15515",0.183,0.107,0.437,0.501,0.161,0.333,0.037,0.189,0.106,0.286,0.361
"15521",0.5,0.221,0.412,0.549,0.417,0.459,0.11,0.241,0.244,0.404,0.48
"15522",0.446,0.15,0.412,0.499,0.319,0.426,0.061,0.216,0.187,0.384,0.444
"15523",0.432,0.131,0.412,0.486,0.293,0.418,0.048,0.209,0.173,0.379,0.434
"15524",0.286,0.075,0.38,0.462,0.195,0.35,0.008,0.171,0.092,0.32,0.372
"15525",0.133,0.017,0.347,0.437,0.092,0.28,-0.034,0.131,0.008,0.26,0.307
"15531",0.488,0.199,0.39,0.533,0.4,0.446,0.092,0.227,0.219,0.397,0.467
"15532",0.434,0.128,0.39,0.483,0.302,0.413,0.043,0.202,0.163,0.376,0.431
"15533",0.42,0.109,0.39,0.47,0.276,0.405,0.03,0.195,0.148,0.37,0.421
"15534",0.273,0.053,0.358,0.446,0.177,0.337,-0.01,0.157,0.067,0.313,0.359
"15535",0.121,-0.005,0.325,0.421,0.075,0.267,-0.052,0.117,-0.017,0.253,0.294
"15541",0.355,0.138,0.309,0.488,0.303,0.322,0.023,0.172,0.114,0.318,0.373
